,Source,Target
6343,Mark Kennedy,Wang Wenbin
6344,Mark Kennedy,Celia Mendoza
6345,Mark Kennedy,Jorge Agobian
6346,Anthony Albanese,Fumio Kishida
6347,Anthony Albanese,Chris Hipkins
6348,Anthony Albanese,Yoon Suk Yeol
6349,Anthony Albanese,Wang Wenbin
6350,Anthony Albanese,Celia Mendoza
6351,Anthony Albanese,Jorge Agobian
6352,Fumio Kishida,Chris Hipkins
6353,Fumio Kishida,Yoon Suk Yeol
6354,Fumio Kishida,Wang Wenbin
6355,Fumio Kishida,Celia Mendoza
6356,Fumio Kishida,Jorge Agobian
6357,Chris Hipkins,Yoon Suk Yeol
6358,Chris Hipkins,Wang Wenbin
6359,Chris Hipkins,Celia Mendoza
6360,Chris Hipkins,Jorge Agobian
6361,Yoon Suk Yeol,Wang Wenbin
6362,Yoon Suk Yeol,Celia Mendoza
6363,Yoon Suk Yeol,Jorge Agobian
6364,Wang Wenbin,Celia Mendoza
6365,Wang Wenbin,Jorge Agobian
6366,Celia Mendoza,Jorge Agobian
6367,Julianne Smith,America Atlantic
6368,Julianne Smith,America Pacific
6369,Julianne Smith,Jens Stoltenberg
6370,Julianne Smith,Joe Biden
6371,Julianne Smith,Mark Kennedy
6372,Julianne Smith,Anthony Albanese
6373,Julianne Smith,Fumio Kishida
6374,Julianne Smith,Chris Hipkins
6375,Julianne Smith,Yoon Suk Yeol
6376,Julianne Smith,Wang Wenbin
6377,Julianne Smith,Celia Mendoza
6378,Julianne Smith,Jorge Agobian
6379,America Atlantic,America Pacific
6380,America Atlantic,Jens Stoltenberg
6381,America Atlantic,Joe Biden
6382,America Atlantic,Mark Kennedy
6383,America Atlantic,Anthony Albanese
6384,America Atlantic,Fumio Kishida
6385,America Atlantic,Chris Hipkins
6386,America Atlantic,Yoon Suk Yeol
6387,America Atlantic,Wang Wenbin
6388,America Atlantic,Celia Mendoza
6389,America Atlantic,Jorge Agobian
6390,America Pacific,Jens Stoltenberg
6391,America Pacific,Joe Biden
6392,America Pacific,Mark Kennedy
6393,America Pacific,Anthony Albanese
6394,America Pacific,Fumio Kishida
6395,America Pacific,Chris Hipkins
6396,America Pacific,Yoon Suk Yeol
6397,America Pacific,Wang Wenbin
6398,America Pacific,Celia Mendoza
6399,America Pacific,Jorge Agobian
6400,Jens Stoltenberg,Joe Biden
6401,Jens Stoltenberg,Mark Kennedy
6402,Jens Stoltenberg,Anthony Albanese
6403,Jens Stoltenberg,Fumio Kishida
6404,Jens Stoltenberg,Chris Hipkins
6405,Jens Stoltenberg,Yoon Suk Yeol
6406,Jens Stoltenberg,Wang Wenbin
6407,Jens Stoltenberg,Celia Mendoza
6408,Jens Stoltenberg,Jorge Agobian
6409,Joe Biden,Mark Kennedy
6410,Joe Biden,Anthony Albanese
6411,Joe Biden,Fumio Kishida
6412,Joe Biden,Chris Hipkins
6413,Joe Biden,Yoon Suk Yeol
6414,Joe Biden,Wang Wenbin
6415,Joe Biden,Celia Mendoza
6416,Joe Biden,Jorge Agobian
6417,Mark Kennedy,Anthony Albanese
6418,Mark Kennedy,Fumio Kishida
6419,Mark Kennedy,Chris Hipkins
6420,Mark Kennedy,Yoon Suk Yeol
6421,Mark Kennedy,Wang Wenbin
6422,Mark Kennedy,Celia Mendoza
6423,Mark Kennedy,Jorge Agobian
6424,Anthony Albanese,Fumio Kishida
6425,Anthony Albanese,Chris Hipkins
6426,Anthony Albanese,Yoon Suk Yeol
6427,Anthony Albanese,Wang Wenbin
6428,Anthony Albanese,Celia Mendoza
6429,Anthony Albanese,Jorge Agobian
6430,Fumio Kishida,Chris Hipkins
6431,Fumio Kishida,Yoon Suk Yeol
6432,Fumio Kishida,Wang Wenbin
6433,Fumio Kishida,Celia Mendoza
6434,Fumio Kishida,Jorge Agobian
6435,Chris Hipkins,Yoon Suk Yeol
6436,Chris Hipkins,Wang Wenbin
6437,Chris Hipkins,Celia Mendoza
6438,Chris Hipkins,Jorge Agobian
6439,Yoon Suk Yeol,Wang Wenbin
6440,Yoon Suk Yeol,Celia Mendoza
6441,Yoon Suk Yeol,Jorge Agobian
6442,Wang Wenbin,Celia Mendoza
6443,Wang Wenbin,Jorge Agobian
6444,Celia Mendoza,Jorge Agobian
6445,Volodymyr Zelenskiy,Vasyl Myroshnychenko
6446,Volodymyr Zelenskiy,Anthony Albanese
6447,Volodymyr Zelenskiy,Volodomyr Zelenskiy
6448,Volodymyr Zelenskiy,Richard Marles
6449,Volodymyr Zelenskiy,Kira Rudik
6450,Volodymyr Zelenskiy,Andrew Hastie
6451,Volodymyr Zelenskiy,Joe Biden
6452,Volodymyr Zelenskiy,Justin Trudeau
6453,Vasyl Myroshnychenko,Anthony Albanese
6454,Vasyl Myroshnychenko,Volodomyr Zelenskiy
6455,Vasyl Myroshnychenko,Richard Marles
6456,Vasyl Myroshnychenko,Kira Rudik
6457,Vasyl Myroshnychenko,Andrew Hastie
6458,Vasyl Myroshnychenko,Joe Biden
6459,Vasyl Myroshnychenko,Justin Trudeau
6460,Anthony Albanese,Volodomyr Zelenskiy
6461,Anthony Albanese,Richard Marles
6462,Anthony Albanese,Kira Rudik
6463,Anthony Albanese,Andrew Hastie
6464,Anthony Albanese,Joe Biden
6465,Anthony Albanese,Justin Trudeau
6466,Volodomyr Zelenskiy,Richard Marles
6467,Volodomyr Zelenskiy,Kira Rudik
6468,Volodomyr Zelenskiy,Andrew Hastie
6469,Volodomyr Zelenskiy,Joe Biden
6470,Volodomyr Zelenskiy,Justin Trudeau
6471,Richard Marles,Kira Rudik
6472,Richard Marles,Andrew Hastie
6473,Richard Marles,Joe Biden
6474,Richard Marles,Justin Trudeau
6475,Kira Rudik,Andrew Hastie
6476,Kira Rudik,Joe Biden
6477,Kira Rudik,Justin Trudeau
6478,Andrew Hastie,Joe Biden
6479,Andrew Hastie,Justin Trudeau
6480,Joe Biden,Justin Trudeau
6481,Volodymyr Zelenskiy,Vasyl Myroshnychenko
6482,Volodymyr Zelenskiy,Anthony Albanese
6483,Volodymyr Zelenskiy,Volodomyr Zelenskiy
6484,Volodymyr Zelenskiy,Richard Marles
6485,Volodymyr Zelenskiy,Kira Rudik
6486,Volodymyr Zelenskiy,Andrew Hastie
6487,Volodymyr Zelenskiy,Joe Biden
6488,Volodymyr Zelenskiy,Justin Trudeau
6489,Vasyl Myroshnychenko,Anthony Albanese
6490,Vasyl Myroshnychenko,Volodomyr Zelenskiy
6491,Vasyl Myroshnychenko,Richard Marles
6492,Vasyl Myroshnychenko,Kira Rudik
6493,Vasyl Myroshnychenko,Andrew Hastie
6494,Vasyl Myroshnychenko,Joe Biden
6495,Vasyl Myroshnychenko,Justin Trudeau
6496,Anthony Albanese,Volodomyr Zelenskiy
6497,Anthony Albanese,Richard Marles
6498,Anthony Albanese,Kira Rudik
6499,Anthony Albanese,Andrew Hastie
6500,Anthony Albanese,Joe Biden
6501,Anthony Albanese,Justin Trudeau
6502,Volodomyr Zelenskiy,Richard Marles
6503,Volodomyr Zelenskiy,Kira Rudik
6504,Volodomyr Zelenskiy,Andrew Hastie
6505,Volodomyr Zelenskiy,Joe Biden
6506,Volodomyr Zelenskiy,Justin Trudeau
6507,Richard Marles,Kira Rudik
6508,Richard Marles,Andrew Hastie
6509,Richard Marles,Joe Biden
6510,Richard Marles,Justin Trudeau
6511,Kira Rudik,Andrew Hastie
6512,Kira Rudik,Joe Biden
6513,Kira Rudik,Justin Trudeau
6514,Andrew Hastie,Joe Biden
6515,Andrew Hastie,Justin Trudeau
6516,Joe Biden,Justin Trudeau
6517,Volodymyr Zelenskiy,Vasyl Myroshnychenko
6518,Volodymyr Zelenskiy,Anthony Albanese
6519,Volodymyr Zelenskiy,Volodomyr Zelenskiy
6520,Volodymyr Zelenskiy,Richard Marles
6521,Volodymyr Zelenskiy,Kira Rudik
6522,Volodymyr Zelenskiy,Andrew Hastie
6523,Volodymyr Zelenskiy,Joe Biden
6524,Volodymyr Zelenskiy,Justin Trudeau
6525,Vasyl Myroshnychenko,Anthony Albanese
6526,Vasyl Myroshnychenko,Volodomyr Zelenskiy
6527,Vasyl Myroshnychenko,Richard Marles
6528,Vasyl Myroshnychenko,Kira Rudik
6529,Vasyl Myroshnychenko,Andrew Hastie
6530,Vasyl Myroshnychenko,Joe Biden
6531,Vasyl Myroshnychenko,Justin Trudeau
6532,Anthony Albanese,Volodomyr Zelenskiy
6533,Anthony Albanese,Richard Marles
6534,Anthony Albanese,Kira Rudik
6535,Anthony Albanese,Andrew Hastie
6536,Anthony Albanese,Joe Biden
6537,Anthony Albanese,Justin Trudeau
6538,Volodomyr Zelenskiy,Richard Marles
6539,Volodomyr Zelenskiy,Kira Rudik
6540,Volodomyr Zelenskiy,Andrew Hastie
6541,Volodomyr Zelenskiy,Joe Biden
6542,Volodomyr Zelenskiy,Justin Trudeau
6543,Richard Marles,Kira Rudik
6544,Richard Marles,Andrew Hastie
6545,Richard Marles,Joe Biden
6546,Richard Marles,Justin Trudeau
6547,Kira Rudik,Andrew Hastie
6548,Kira Rudik,Joe Biden
6549,Kira Rudik,Justin Trudeau
6550,Andrew Hastie,Joe Biden
6551,Andrew Hastie,Justin Trudeau
6552,Joe Biden,Justin Trudeau
6553,Volodymyr Zelenskiy,Vasyl Myroshnychenko
6554,Volodymyr Zelenskiy,Anthony Albanese
6555,Volodymyr Zelenskiy,Volodomyr Zelenskiy
6556,Volodymyr Zelenskiy,Richard Marles
6557,Volodymyr Zelenskiy,Kira Rudik
6558,Volodymyr Zelenskiy,Andrew Hastie
6559,Volodymyr Zelenskiy,Joe Biden
6560,Volodymyr Zelenskiy,Justin Trudeau
6561,Vasyl Myroshnychenko,Anthony Albanese
6562,Vasyl Myroshnychenko,Volodomyr Zelenskiy
6563,Vasyl Myroshnychenko,Richard Marles
6564,Vasyl Myroshnychenko,Kira Rudik
6565,Vasyl Myroshnychenko,Andrew Hastie
6566,Vasyl Myroshnychenko,Joe Biden
6567,Vasyl Myroshnychenko,Justin Trudeau
6568,Anthony Albanese,Volodomyr Zelenskiy
6569,Anthony Albanese,Richard Marles
6570,Anthony Albanese,Kira Rudik
6571,Anthony Albanese,Andrew Hastie
6572,Anthony Albanese,Joe Biden
6573,Anthony Albanese,Justin Trudeau
6574,Volodomyr Zelenskiy,Richard Marles
6575,Volodomyr Zelenskiy,Kira Rudik
6576,Volodomyr Zelenskiy,Andrew Hastie
6577,Volodomyr Zelenskiy,Joe Biden
6578,Volodomyr Zelenskiy,Justin Trudeau
6579,Richard Marles,Kira Rudik
6580,Richard Marles,Andrew Hastie
6581,Richard Marles,Joe Biden
6582,Richard Marles,Justin Trudeau
6583,Kira Rudik,Andrew Hastie
6584,Kira Rudik,Joe Biden
6585,Kira Rudik,Justin Trudeau
6586,Andrew Hastie,Joe Biden
6587,Andrew Hastie,Justin Trudeau
6588,Joe Biden,Justin Trudeau
6589,Julianne Smith,America Atlantic
6590,Julianne Smith,America Pacific
6591,Julianne Smith,Jens Stoltenberg
6592,Julianne Smith,Joe Biden
6593,Julianne Smith,Mark Kennedy
6594,Julianne Smith,Anthony Albanese
6595,Julianne Smith,Fumio Kishida
6596,Julianne Smith,Chris Hipkins
6597,Julianne Smith,Yoon Suk Yeol
6598,Julianne Smith,Wang Wenbin
6599,Julianne Smith,Celia Mendoza
6600,Julianne Smith,Jorge Agobian
6601,America Atlantic,America Pacific
6602,America Atlantic,Jens Stoltenberg
6603,America Atlantic,Joe Biden
6604,America Atlantic,Mark Kennedy
6605,America Atlantic,Anthony Albanese
6606,America Atlantic,Fumio Kishida
6607,America Atlantic,Chris Hipkins
6608,America Atlantic,Yoon Suk Yeol
6609,America Atlantic,Wang Wenbin
6610,America Atlantic,Celia Mendoza
6611,America Atlantic,Jorge Agobian
6612,America Pacific,Jens Stoltenberg
6613,America Pacific,Joe Biden
6614,America Pacific,Mark Kennedy
6615,America Pacific,Anthony Albanese
6616,America Pacific,Fumio Kishida
6617,America Pacific,Chris Hipkins
6618,America Pacific,Yoon Suk Yeol
6619,America Pacific,Wang Wenbin
6620,America Pacific,Celia Mendoza
6621,America Pacific,Jorge Agobian
6622,Jens Stoltenberg,Joe Biden
6623,Jens Stoltenberg,Mark Kennedy
6624,Jens Stoltenberg,Anthony Albanese
6625,Jens Stoltenberg,Fumio Kishida
6626,Jens Stoltenberg,Chris Hipkins
6627,Jens Stoltenberg,Yoon Suk Yeol
6628,Jens Stoltenberg,Wang Wenbin
6629,Jens Stoltenberg,Celia Mendoza
6630,Jens Stoltenberg,Jorge Agobian
6631,Joe Biden,Mark Kennedy
6632,Joe Biden,Anthony Albanese
6633,Joe Biden,Fumio Kishida
6634,Joe Biden,Chris Hipkins
6635,Joe Biden,Yoon Suk Yeol
6636,Joe Biden,Wang Wenbin
6637,Joe Biden,Celia Mendoza
6638,Joe Biden,Jorge Agobian
6639,Mark Kennedy,Anthony Albanese
6640,Mark Kennedy,Fumio Kishida
6641,Mark Kennedy,Chris Hipkins
6642,Mark Kennedy,Yoon Suk Yeol
6643,Mark Kennedy,Wang Wenbin
6644,Mark Kennedy,Celia Mendoza
6645,Mark Kennedy,Jorge Agobian
6646,Anthony Albanese,Fumio Kishida
6647,Anthony Albanese,Chris Hipkins
6648,Anthony Albanese,Yoon Suk Yeol
6649,Anthony Albanese,Wang Wenbin
6650,Anthony Albanese,Celia Mendoza
6651,Anthony Albanese,Jorge Agobian
6652,Fumio Kishida,Chris Hipkins
6653,Fumio Kishida,Yoon Suk Yeol
6654,Fumio Kishida,Wang Wenbin
6655,Fumio Kishida,Celia Mendoza
6656,Fumio Kishida,Jorge Agobian
6657,Chris Hipkins,Yoon Suk Yeol
6658,Chris Hipkins,Wang Wenbin
6659,Chris Hipkins,Celia Mendoza
6660,Chris Hipkins,Jorge Agobian
6661,Yoon Suk Yeol,Wang Wenbin
6662,Yoon Suk Yeol,Celia Mendoza
6663,Yoon Suk Yeol,Jorge Agobian
6664,Wang Wenbin,Celia Mendoza
6665,Wang Wenbin,Jorge Agobian
6666,Celia Mendoza,Jorge Agobian
6667,Narendra Modi,Abhijit Singh
6668,Narendra Modi,Asia Donald Lu
6669,Narendra Modi,Uzra Zeya
6670,Narendra Modi,Antony Blinken
6671,Narendra Modi,Anthony Albanese
6672,Narendra Modi,Bruce Springsteen
6673,Narendra Modi,Giridhar Aramane
6674,Narendra Modi,Sabbir Ahmadwrites
6675,Abhijit Singh,Asia Donald Lu
6676,Abhijit Singh,Uzra Zeya
6677,Abhijit Singh,Antony Blinken
6678,Abhijit Singh,Anthony Albanese
6679,Abhijit Singh,Bruce Springsteen
6680,Abhijit Singh,Giridhar Aramane
6681,Abhijit Singh,Sabbir Ahmadwrites
6682,Asia Donald Lu,Uzra Zeya
6683,Asia Donald Lu,Antony Blinken
6684,Asia Donald Lu,Anthony Albanese
6685,Asia Donald Lu,Bruce Springsteen
6686,Asia Donald Lu,Giridhar Aramane
6687,Asia Donald Lu,Sabbir Ahmadwrites
6688,Uzra Zeya,Antony Blinken
6689,Uzra Zeya,Anthony Albanese
6690,Uzra Zeya,Bruce Springsteen
6691,Uzra Zeya,Giridhar Aramane
6692,Uzra Zeya,Sabbir Ahmadwrites
6693,Antony Blinken,Anthony Albanese
6694,Antony Blinken,Bruce Springsteen
6695,Antony Blinken,Giridhar Aramane
6696,Antony Blinken,Sabbir Ahmadwrites
6697,Anthony Albanese,Bruce Springsteen
6698,Anthony Albanese,Giridhar Aramane
6699,Anthony Albanese,Sabbir Ahmadwrites
6700,Bruce Springsteen,Giridhar Aramane
6701,Bruce Springsteen,Sabbir Ahmadwrites
6702,Giridhar Aramane,Sabbir Ahmadwrites
6703,David Littleproud,Calare Andrew Gee
6704,David Littleproud,Anthony Albanese
6705,David Littleproud,Steph Cooke
6706,David Littleproud,Cabonne Deputy
6707,David Littleproud,Jamie Jones
6708,David Littleproud,Andrew Fisher
6709,David Littleproud,Cowra Guardian
6710,David Littleproud,Cootamundra Herald
6711,Calare Andrew Gee,Anthony Albanese
6712,Calare Andrew Gee,Steph Cooke
6713,Calare Andrew Gee,Cabonne Deputy
6714,Calare Andrew Gee,Jamie Jones
6715,Calare Andrew Gee,Andrew Fisher
6716,Calare Andrew Gee,Cowra Guardian
6717,Calare Andrew Gee,Cootamundra Herald
6718,Anthony Albanese,Steph Cooke
6719,Anthony Albanese,Cabonne Deputy
6720,Anthony Albanese,Jamie Jones
6721,Anthony Albanese,Andrew Fisher
6722,Anthony Albanese,Cowra Guardian
6723,Anthony Albanese,Cootamundra Herald
6724,Steph Cooke,Cabonne Deputy
6725,Steph Cooke,Jamie Jones
6726,Steph Cooke,Andrew Fisher
6727,Steph Cooke,Cowra Guardian
6728,Steph Cooke,Cootamundra Herald
6729,Cabonne Deputy,Jamie Jones
6730,Cabonne Deputy,Andrew Fisher
6731,Cabonne Deputy,Cowra Guardian
6732,Cabonne Deputy,Cootamundra Herald
6733,Jamie Jones,Andrew Fisher
6734,Jamie Jones,Cowra Guardian
6735,Jamie Jones,Cootamundra Herald
6736,Andrew Fisher,Cowra Guardian
6737,Andrew Fisher,Cootamundra Herald
6738,Cowra Guardian,Cootamundra Herald
6739,Anthony Albanese,Jeff Dawson
6740,Anthony Albanese,Jim Chalmers
6741,Anthony Albanese,Justine Elliot
6742,Anthony Albanese,El Nino
6743,Anthony Albanese,Richard Jones
6744,Jeff Dawson,Jim Chalmers
6745,Jeff Dawson,Justine Elliot
6746,Jeff Dawson,El Nino
6747,Jeff Dawson,Richard Jones
6748,Jim Chalmers,Justine Elliot
6749,Jim Chalmers,El Nino
6750,Jim Chalmers,Richard Jones
6751,Justine Elliot,El Nino
6752,Justine Elliot,Richard Jones
6753,El Nino,Richard Jones
6754,Volodymyr Zelensky,Joe Biden
6755,Volodymyr Zelensky,Ben Wallace
6756,Volodymyr Zelensky,Antonio Guterres
6757,Volodymyr Zelensky,Vladimir Putin
6758,Volodymyr Zelensky,Stephane Dujarric
6759,Volodymyr Zelensky,Tayyip Erdogan
6760,Volodymyr Zelensky,Vyacheslav Volodin
6761,Volodymyr Zelensky,Emmanuelle Chaze
6762,Volodymyr Zelensky,Dmitry Peskov
6763,Volodymyr Zelensky,Kyrylo Budanov
6764,Volodymyr Zelensky,Anthony Albanese
6765,Volodymyr Zelensky,Olaf Scholz
6766,Volodymyr Zelensky,Andriy Kovaliov
6767,Volodymyr Zelensky,Amanda Sloat
6768,Volodymyr Zelensky,Serhiy Popko
6769,Volodymyr Zelensky,Dmitry Medvedev
6770,Volodymyr Zelensky,Jake Sullivan
6771,Joe Biden,Ben Wallace
6772,Joe Biden,Antonio Guterres
6773,Joe Biden,Vladimir Putin
6774,Joe Biden,Stephane Dujarric
6775,Joe Biden,Tayyip Erdogan
6776,Joe Biden,Vyacheslav Volodin
6777,Joe Biden,Emmanuelle Chaze
6778,Joe Biden,Dmitry Peskov
6779,Joe Biden,Kyrylo Budanov
6780,Joe Biden,Anthony Albanese
6781,Joe Biden,Olaf Scholz
6782,Joe Biden,Andriy Kovaliov
6783,Joe Biden,Amanda Sloat
6784,Joe Biden,Serhiy Popko
6785,Joe Biden,Dmitry Medvedev
6786,Joe Biden,Jake Sullivan
6787,Ben Wallace,Antonio Guterres
6788,Ben Wallace,Vladimir Putin
6789,Ben Wallace,Stephane Dujarric
6790,Ben Wallace,Tayyip Erdogan
6791,Ben Wallace,Vyacheslav Volodin
6792,Ben Wallace,Emmanuelle Chaze
6793,Ben Wallace,Dmitry Peskov
6794,Ben Wallace,Kyrylo Budanov
6795,Ben Wallace,Anthony Albanese
6796,Ben Wallace,Olaf Scholz
6797,Ben Wallace,Andriy Kovaliov
6798,Ben Wallace,Amanda Sloat
6799,Ben Wallace,Serhiy Popko
6800,Ben Wallace,Dmitry Medvedev
6801,Ben Wallace,Jake Sullivan
6802,Antonio Guterres,Vladimir Putin
6803,Antonio Guterres,Stephane Dujarric
6804,Antonio Guterres,Tayyip Erdogan
6805,Antonio Guterres,Vyacheslav Volodin
6806,Antonio Guterres,Emmanuelle Chaze
6807,Antonio Guterres,Dmitry Peskov
6808,Antonio Guterres,Kyrylo Budanov
6809,Antonio Guterres,Anthony Albanese
6810,Antonio Guterres,Olaf Scholz
6811,Antonio Guterres,Andriy Kovaliov
6812,Antonio Guterres,Amanda Sloat
6813,Antonio Guterres,Serhiy Popko
6814,Antonio Guterres,Dmitry Medvedev
6815,Antonio Guterres,Jake Sullivan
6816,Vladimir Putin,Stephane Dujarric
6817,Vladimir Putin,Tayyip Erdogan
6818,Vladimir Putin,Vyacheslav Volodin
6819,Vladimir Putin,Emmanuelle Chaze
6820,Vladimir Putin,Dmitry Peskov
6821,Vladimir Putin,Kyrylo Budanov
6822,Vladimir Putin,Anthony Albanese
6823,Vladimir Putin,Olaf Scholz
6824,Vladimir Putin,Andriy Kovaliov
6825,Vladimir Putin,Amanda Sloat
6826,Vladimir Putin,Serhiy Popko
6827,Vladimir Putin,Dmitry Medvedev
6828,Vladimir Putin,Jake Sullivan
6829,Stephane Dujarric,Tayyip Erdogan
6830,Stephane Dujarric,Vyacheslav Volodin
6831,Stephane Dujarric,Emmanuelle Chaze
6832,Stephane Dujarric,Dmitry Peskov
6833,Stephane Dujarric,Kyrylo Budanov
6834,Stephane Dujarric,Anthony Albanese
6835,Stephane Dujarric,Olaf Scholz
6836,Stephane Dujarric,Andriy Kovaliov
6837,Stephane Dujarric,Amanda Sloat
6838,Stephane Dujarric,Serhiy Popko
6839,Stephane Dujarric,Dmitry Medvedev
6840,Stephane Dujarric,Jake Sullivan
6841,Tayyip Erdogan,Vyacheslav Volodin
6842,Tayyip Erdogan,Emmanuelle Chaze
6843,Tayyip Erdogan,Dmitry Peskov
6844,Tayyip Erdogan,Kyrylo Budanov
6845,Tayyip Erdogan,Anthony Albanese
6846,Tayyip Erdogan,Olaf Scholz
6847,Tayyip Erdogan,Andriy Kovaliov
6848,Tayyip Erdogan,Amanda Sloat
6849,Tayyip Erdogan,Serhiy Popko
6850,Tayyip Erdogan,Dmitry Medvedev
6851,Tayyip Erdogan,Jake Sullivan
6852,Vyacheslav Volodin,Emmanuelle Chaze
6853,Vyacheslav Volodin,Dmitry Peskov
6854,Vyacheslav Volodin,Kyrylo Budanov
6855,Vyacheslav Volodin,Anthony Albanese
6856,Vyacheslav Volodin,Olaf Scholz
6857,Vyacheslav Volodin,Andriy Kovaliov
6858,Vyacheslav Volodin,Amanda Sloat
6859,Vyacheslav Volodin,Serhiy Popko
6860,Vyacheslav Volodin,Dmitry Medvedev
6861,Vyacheslav Volodin,Jake Sullivan
6862,Emmanuelle Chaze,Dmitry Peskov
6863,Emmanuelle Chaze,Kyrylo Budanov
6864,Emmanuelle Chaze,Anthony Albanese
6865,Emmanuelle Chaze,Olaf Scholz
6866,Emmanuelle Chaze,Andriy Kovaliov
6867,Emmanuelle Chaze,Amanda Sloat
6868,Emmanuelle Chaze,Serhiy Popko
6869,Emmanuelle Chaze,Dmitry Medvedev
6870,Emmanuelle Chaze,Jake Sullivan
6871,Dmitry Peskov,Kyrylo Budanov
6872,Dmitry Peskov,Anthony Albanese
6873,Dmitry Peskov,Olaf Scholz
6874,Dmitry Peskov,Andriy Kovaliov
6875,Dmitry Peskov,Amanda Sloat
6876,Dmitry Peskov,Serhiy Popko
6877,Dmitry Peskov,Dmitry Medvedev
6878,Dmitry Peskov,Jake Sullivan
6879,Kyrylo Budanov,Anthony Albanese
6880,Kyrylo Budanov,Olaf Scholz
6881,Kyrylo Budanov,Andriy Kovaliov
6882,Kyrylo Budanov,Amanda Sloat
6883,Kyrylo Budanov,Serhiy Popko
6884,Kyrylo Budanov,Dmitry Medvedev
6885,Kyrylo Budanov,Jake Sullivan
6886,Anthony Albanese,Olaf Scholz
6887,Anthony Albanese,Andriy Kovaliov
6888,Anthony Albanese,Amanda Sloat
6889,Anthony Albanese,Serhiy Popko
6890,Anthony Albanese,Dmitry Medvedev
6891,Anthony Albanese,Jake Sullivan
6892,Olaf Scholz,Andriy Kovaliov
6893,Olaf Scholz,Amanda Sloat
6894,Olaf Scholz,Serhiy Popko
6895,Olaf Scholz,Dmitry Medvedev
6896,Olaf Scholz,Jake Sullivan
6897,Andriy Kovaliov,Amanda Sloat
6898,Andriy Kovaliov,Serhiy Popko
6899,Andriy Kovaliov,Dmitry Medvedev
6900,Andriy Kovaliov,Jake Sullivan
6901,Amanda Sloat,Serhiy Popko
6902,Amanda Sloat,Dmitry Medvedev
6903,Amanda Sloat,Jake Sullivan
6904,Serhiy Popko,Dmitry Medvedev
6905,Serhiy Popko,Jake Sullivan
6906,Dmitry Medvedev,Jake Sullivan
6907,Julianne Smith,America Atlantic
6908,Julianne Smith,America Pacific
6909,Julianne Smith,Jens Stoltenberg
6910,Julianne Smith,Joe Biden
6911,Julianne Smith,Mark Kennedy
6912,Julianne Smith,Anthony Albanese
6913,Julianne Smith,Fumio Kishida
6914,Julianne Smith,Chris Hipkins
6915,Julianne Smith,Yoon Suk Yeol
6916,Julianne Smith,Wang Wenbin
6917,Julianne Smith,Celia Mendoza
6918,Julianne Smith,Jorge Agobian
6919,America Atlantic,America Pacific
6920,America Atlantic,Jens Stoltenberg
6921,America Atlantic,Joe Biden
6922,America Atlantic,Mark Kennedy
6923,America Atlantic,Anthony Albanese
6924,America Atlantic,Fumio Kishida
6925,America Atlantic,Chris Hipkins
6926,America Atlantic,Yoon Suk Yeol
6927,America Atlantic,Wang Wenbin
6928,America Atlantic,Celia Mendoza
6929,America Atlantic,Jorge Agobian
6930,America Pacific,Jens Stoltenberg
6931,America Pacific,Joe Biden
6932,America Pacific,Mark Kennedy
6933,America Pacific,Anthony Albanese
6934,America Pacific,Fumio Kishida
6935,America Pacific,Chris Hipkins
6936,America Pacific,Yoon Suk Yeol
6937,America Pacific,Wang Wenbin
6938,America Pacific,Celia Mendoza
6939,America Pacific,Jorge Agobian
6940,Jens Stoltenberg,Joe Biden
6941,Jens Stoltenberg,Mark Kennedy
6942,Jens Stoltenberg,Anthony Albanese
6943,Jens Stoltenberg,Fumio Kishida
6944,Jens Stoltenberg,Chris Hipkins
6945,Jens Stoltenberg,Yoon Suk Yeol
6946,Jens Stoltenberg,Wang Wenbin
6947,Jens Stoltenberg,Celia Mendoza
6948,Jens Stoltenberg,Jorge Agobian
6949,Joe Biden,Mark Kennedy
6950,Joe Biden,Anthony Albanese
6951,Joe Biden,Fumio Kishida
6952,Joe Biden,Chris Hipkins
6953,Joe Biden,Yoon Suk Yeol
6954,Joe Biden,Wang Wenbin
6955,Joe Biden,Celia Mendoza
6956,Joe Biden,Jorge Agobian
6957,Mark Kennedy,Anthony Albanese
6958,Mark Kennedy,Fumio Kishida
6959,Mark Kennedy,Chris Hipkins
6960,Mark Kennedy,Yoon Suk Yeol
6961,Mark Kennedy,Wang Wenbin
6962,Mark Kennedy,Celia Mendoza
6963,Mark Kennedy,Jorge Agobian
6964,Anthony Albanese,Fumio Kishida
6965,Anthony Albanese,Chris Hipkins
6966,Anthony Albanese,Yoon Suk Yeol
6967,Anthony Albanese,Wang Wenbin
6968,Anthony Albanese,Celia Mendoza
6969,Anthony Albanese,Jorge Agobian
6970,Fumio Kishida,Chris Hipkins
6971,Fumio Kishida,Yoon Suk Yeol
6972,Fumio Kishida,Wang Wenbin
6973,Fumio Kishida,Celia Mendoza
6974,Fumio Kishida,Jorge Agobian
6975,Chris Hipkins,Yoon Suk Yeol
6976,Chris Hipkins,Wang Wenbin
6977,Chris Hipkins,Celia Mendoza
6978,Chris Hipkins,Jorge Agobian
6979,Yoon Suk Yeol,Wang Wenbin
6980,Yoon Suk Yeol,Celia Mendoza
6981,Yoon Suk Yeol,Jorge Agobian
6982,Wang Wenbin,Celia Mendoza
6983,Wang Wenbin,Jorge Agobian
